id,uid,title,score,date,content
,,The highlight of our trip!,5.0,,"This was a highlight of our trip not only because we are information buffs - but the NMS truly offers every visitor something or the other. The displays include visual, sound and sensory effects are are truly world class works of art. The history trail with audio guides is a MUST do and invokes a sense of wonder how SIngapore became to what it is today.

We were lucky enough to catch an art collection from Paris at the same day and were awed to find a genuine Van Gogh on display which only showed how world class the museum really is to attract such shows for prolonged months.

It is a quirky, fabulous place to visit!"
,,One fine day at the Museum,5.0,,"Me and my wife went to this museum on a rainy day. This museum is a must see to those who are into museums. They have a very organized exhibits, well trained staff and volunteer guides, and the fee was reasonable.

Will surely recommend this to our friends."
,,Worth a QUICK look,3.0,,Some good exhibits BUT disappointed with their art exhibition. Tiny tiny plaques which were difficult to read in poor light. Waited in line to read them on many occasions.
,,Singapore in a Nutshell,5.0,,"We visited NMS during their open house in May 2011 which saved us a few dollars on museum entrance fees! NMS was our first stop on our SG itinerary as our hotel was just a block or so away. The museum staff were friendly and courteous. They made sure to impart to us the house rules of the museum since we decided to not to get a guide for the museum tour.

We had a great time in the museum as we got to discover the history of Singapore. The exhibits were in spacious rooms, giving visitors comfortable space in viewing them. The temperature in the museum was cool which was quite a welcome because it was so humid outside.

It was quite a memorable morning. My sons enjoyed the interactive exhibits while my husband had his fill of photographing museum architecture and sidelights. Plus we got to ""educate"" ourselves about our travel destination."
,,painting exhibition,4.0,,"love the painting exhibition. They have paintings by Monet, Manet, and Van Gogh (only one though.. but it's better than nothing)"
,,singapore's finest!,5.0,,nice museum! a lot of nice galleries and exhibitons!
,,Well worth a visit,5.0,,"Very interesting exhibits, plus the story of Singapore and the old photographs were really good. We were fortunate to see the Terracota Warriors exhibition which was just amazing."
,,Beautifully done,4.0,,"This museum is beautifully done, in European style. Its holdings include interesting sketches from Singapore's earliest days. I also caught a brilliantly-organized Egyption exhibition here. Wonderful space."
,,Museum,5.0,,I went to the museum on a Sunday and really enjoyed the experience. I loved the photography section and had a really lovely lunch in the cafe.
,,It's a great museum...,5.0,,"Beatiful, well organised, very enjoyable museum... If you like museums and wonder about the cultural and historical background of the country you are visiting, you shouldn't miss this one. I visited there with two girls age 5 & 15 and they both enjoyed it. But we had to shortcut it and spent only 2,5-3 hours there. It was definitely worth!!!"
