id,uid,title,score,date,content
,,Beautiful park in the city,4.0,,A beautiful park in the city. Saw numerous people picnicking. It's quite and lovely and I came from Hill Street and climbed the stairs.
,,Great for a walk,4.0,,This is such an oasis in the city. It's a lovely open space to walk and easily connects to Clark Quay. There's lots of interesting historical bits of info. My only regret is I didn't get to spend enough time there.
,,The history of Singapore in 3 hours.,5.0,,"The hill on which Fort Canning sits has long been associated with the dominant political entity in Singapore. The tour gives a brief history of the site with a particular emphasis on the fall of Singapore during WW2. Our tour guide was very engaging and we had a wonderful afternoon. The tour includes a tours of the bunkers where the defence of Singapore was planned and ultimately where the decision to surrender was made.

Our tour guide made sure we were in the shade as much as possible during the outdoor part of the tour but Singapore is generally very warm so make sure to bring plenty of water with you."
,,A pleasant walk in the park,4.0,,This is the site of a historical British Military base from the days of empire. Wr walked around the extensive gardens where you can see a lot of rare botanical and arborial specimens in a sylvan setting.
,,Heartfelt experience,5.0,,Stumbled upon this historic place after climbing many stairs (we later found out there was an easier way of getting to this place)! Can not recommend this tour highly enough. Our guide Joanne was extremely informed and well spoken and brought the battle box to life. Changed my opinion on the surrender of Singapore and gave me goose bumps throughout the tour. Definitely worth setting aside 1hr and 15 mins to this guided tour.
,,Great Park Tucked into the city,4.0,,"Great art, bird watching, plant identification and all around a great place for a stroll just minutes from Clarke Quay and the National museum of S'pore. Worth a visit"
,,The park is great and the hotel is also lovely,4.0,,"The park is really well maintained and I found the hotel stunning too. The only setback is the steps. It feels grand but turns out to be a nuisance to walk all those steps in 4 inch heels if you plan on attending an event in the hotel or going for a meal. Otherwise, the food in the hotel was outstanding and I love the lush green surrounding. Almost like mammoth park in the middle of the city. Who doesn't like greenery?"
,,enjoyable,5.0,,"though all of Singapore is a park or a garden or a garden in a park, Fort Canning offers even more. There are historic buildings in it, public art, beautiful walk ways, a temple, botanical exhibitions and more. Don't miss it.
and don't miss the Battle Box"
,,Nice urban park,5.0,,Beautifully maintained park with some historic buildings set in it. Well worth a stroll around and also some great views of Singapore.
,,Amazing Park,5.0,,Amazing Park had a great time! Locals here are amazing people. It was refreshing to be in a beautiful quiet place.
,,"Quick, and beautiful walk",5.0,,"its up a hill, so you have to climb to it no matter where you come from. that said, it was some beautiful trees, and great life."
,,Romantic quite place for a walk,3.0,,We got married in Hotel Fort Canning so we are no stranger to the park which is a stone's throw away from the hotel. You will see couples taking wedding photos here too.
,,Lovely oasis in a busy city,5.0,,"Once you brave the climb up the incline in the heat (this is Singapore after all), the place is a real oasis.

Apart from the ever present sound of new construction, all you can hear are the jungle noises .

Wonderful trails around the water storage, well signposted and great views of the city.

Great place to get away from the hustle and bustle."
